Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 125+300 - 125+500,2021,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2021-11-19,124+705,127+705,12
km 125+300 - 125+500,2021,Limpieza de carril/pista y bermas T2,m2,2021-11-20,116+700,166+800,50
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-12-14,125+300,125+450,2
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-12-14,125+300,125+450,12
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-12-14,125+300,125+450,25
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-12-14,125+300,125+450,30
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-12-14,125+300,125+450,20
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-12-14,125+300,125+450,0.5
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-12-14,125+300,125+450,12
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-12-14,125+300,125+450,14
km 125+300 - 125+500,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-26,111+600,214+630,30
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-01-03,125+000,173+500,12
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-01-04,125+000,125+500,10
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-01-05,125+000,125+500,200
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-01-08,125+000,126+000,12
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-01-09,12+500,126+000,12
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-01-13,125+394,125+495,2
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-01-13,125+394,125+495,4
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-01-13,125+394,125+495,2
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-01-13,125+394,125+495,16
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-01-13,125+394,125+495,0.5
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-01-13,125+394,125+495,0.5
km 125+300 - 125+500,2022,Limpieza Manual de Zanjas de Coronación T2,ml,2022-01-13,125+394,125+495,12
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-01-13,125+394,125+495,10
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-01-13,125+394,125+495,2
km 125+300 - 125+500,2022,Reparación Parcial de Delineador T2,und,2022-01-16,125+360,125+400,7
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-01-21,120+900,129+999,99
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-01-21,120+900,129+999,99
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-01-21,125+400,125+450,50
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-01-21,125+400,125+450,50
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-01-24,125+000,125+600,14
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-01-26,125+000,127+400,600
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-01,124+000,173+000,120
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-02,124+000,173+000,240
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-04,125+000,126+000,160
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-07,125+000,126+000,20
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-09,125+000,175+000,220
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-02-09,21+100,214+150,15
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-02-10,125+349,125+495,0.5
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-02-10,125+394,125+495,18
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-02-10,125+394,125+495,2
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-02-10,125+394,125+495,18
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-02-10,125+394,125+495,12
km 125+300 - 125+500,2022,Limpieza Manual de Zanjas de Coronación T2,ml,2022-02-10,125+394,125+495,40
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-03-01,125+425,125+425,15
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-03-01,125+430,125+440,15
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-03-15,125+450,125+495,45
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-03-16,125+394,125+495,2
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-03-16,125+394,125+445,1
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-03-16,125+394,125+495,55
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-03-16,125+394,125+495,9
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-03-16,125+394,125+495,6
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-03-16,125+394,125+495,14
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-03-16,125+394,125+495,8
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-03-16,125+394,125+495,14
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-03-16,125+445,125+495,14
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-03-17,125+445,125+495,0.5
km 125+300 - 125+500,2022,Remocion de Derrumbes T2,m3,2022-03-18,125+440,125+500,75
km 125+300 - 125+500,2022,Remocion de Derrumbes T2,m3,2022-03-19,125+440,125+500,60
km 125+300 - 125+500,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-03-20,125+445,125+495,14
km 125+300 - 125+500,2022,Desbroce Manual T2,m2,2022-03-23,124+950,125+680,20
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-04-13,125+394,125+495,8
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-04-13,125+394,125+495,12
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-04-13,125+394,125+495,0.5
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-11,125+450,125+550,10
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-05-11,125+450,125+550,0.5
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-05-11,125+450,125+550,0.5
km 125+300 - 125+500,2022,Limpieza Manual de Zanjas de Coronación T2,ml,2022-05-11,125+450,125+550,120
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-05-11,125+450,125+550,30
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-11,125+450,125+550,18
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-12,125+450,125+550,8
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-12,125+450,125+550,14
km 125+300 - 125+500,2022,Reposición de Defensas Averiadas T2,ml,2022-05-23,125+475,125+508,7
km 125+300 - 125+500,2022,Repintado de Postes de Señalización Vertical T2,m2,2022-06-13,113+176,137+767,7.8
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-14,103+200,203+400,100
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-06-27,125+394,125+495,0.5
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-27,125+394,125+495,6
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-07-05,125+394,125+495,0.5
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-07-08,125+495,125+394,1
km 125+300 - 125+500,2022,Limpieza Manual de Zanjas de Coronación T2,ml,2022-07-08,125+495,125+394,13
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-07-08,125+495,125+394,12
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-07-08,125+495,125+394,10
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-07-08,125+495,125+394,8
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-08-03,125+394,125+495,6
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-08-11,125+250,125+360,110
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-08-11,125+452,125+495,45
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-09-01,125+394,125+495,0.5
km 125+300 - 125+500,2022,Limpieza Manual de Zanjas de Coronación T2,ml,2022-09-01,125+399,125+495,120
km 125+300 - 125+500,2022,Limpieza Manual de Zanjas de Coronación T2,ml,2022-09-01,125+399,125+495,50
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-09-01,125+399,125+495,8
km 125+300 - 125+500,2022,Limpieza de Cajas de Inspección Subdren T2,und,2022-09-01,125+399,125+445,3
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-09-01,125+399,125+995,24
km 125+300 - 125+500,2022,Repintado de delineador T2,und,2022-09-09,82+190,182+224,4
km 125+300 - 125+500,2022,Desbroce Manual T2,m2,2022-09-15,16+000,160+400,2400
km 125+300 - 125+500,2022,Limpieza de carril/pista y bermas T2,m2,2022-09-20,125+270,126+170,225
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-09-21,125+395,125+595,200
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-11-02,125+394,125+495,10
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-11-02,125+394,125+495,8
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+294,125+495,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+394,125+495,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+394,125+495,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+394,125+445,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+394,125+495,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+400,125+490,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+400,125+490,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+400,125+490,0.1
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-01,125+400,125+490,0.1
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-12-21,123+920,134+000,12
km 125+300 - 125+500,2022,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2022-12-21,125+394,125+495,18
km 125+300 - 125+500,2022,Reparación de las Estructuras de Contención (gabión) T2,m3,2022-12-21,125+394,125+495,0.1
km 125+300 - 125+500,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-21,125+394,125+495,6
km 125+300 - 125+500,2023,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2022-12-25,125+105,128+120,8
km 125+300 - 125+500,2023,Reparación de las Estructuras de Contención (gabión) T2,m3,2023-01-03,125+495,125+395,0.1
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-01-05,125+349,125+495,16
km 125+300 - 125+500,2023,Limpieza de Cajas de Inspección Subdren T2,und,2023-01-05,125+394,125+495,2
km 125+300 - 125+500,2023,Limpieza de Cajas de Inspección Subdren T2,und,2023-01-05,125+394,125+495,1
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-01-05,125+394,125+495,30
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-05,125+399,125+495,12
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-06,125+394,125+495,12
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-02-13,125+394,125+495,101
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-02-13,125+394,125+495,50
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-02-13,125+394,125+495,150
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-02-13,125+394,125+495,180
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-02-13,125+394,125+495,120
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-02-13,125+394,125+495,105
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-02-13,125+394,125+495,140
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-02-13,125+394,125+495,80
km 125+300 - 125+500,2023,Limpieza de Cajas de Inspección Subdren T2,und,2023-02-13,125+394,125+495,1
km 125+300 - 125+500,2023,Limpieza de Cajas de Inspección Subdren T2,und,2023-02-13,125+394,125+495,1
km 125+300 - 125+500,2023,Limpieza de Cajas de Inspección Subdren T2,und,2023-02-13,125+394,125+495,1
km 125+300 - 125+500,2023,Reparación de las Estructuras de Contención (gabión) T2,m3,2023-02-13,125+394,125+495,0.1
km 125+300 - 125+500,2023,Limpieza de carril/pista y bermas T2,m2,2023-02-13,125+400,125+410,50
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-02-23,125+300,125+849,549
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-02-23,125+300,125+849,50
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-03-06,125+394,125+495,101
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-03-06,125+394,125+495,101
km 125+300 - 125+500,2023,Reparación de las Estructuras de Contención (gabión) T2,m3,2023-03-06,125+399,125+495,0.1
km 125+300 - 125+500,2023,Desbroce Manual T2,m2,2023-04-26,120+000,131+000,6000
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-05-23,123+624,126+688,64
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-05-24,125+394,125+495,101
km 125+300 - 125+500,2023,Reparación de las Estructuras de Contención (gabión) T2,m3,2023-05-24,125+394,125+495,0.2
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-05-24,125+394,125+495,101
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-05-24,125+394,125+495,101
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-06-06,125+394,125+495,101
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-06-06,125+395,125+495,120
km 125+300 - 125+500,2023,Pintura o Reaplicación por Aspersión T2,ml,2023-06-19,125+400,125+482,24.599999999999998
km 125+300 - 125+500,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-07-11,45+000,146+000,0.5625
km 125+300 - 125+500,2023,Reparación de las Estructuras de Contención (gabión) T2,m3,2023-07-14,125+394,125+420,0.1
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-07-14,125+394,125+495,101
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-07-14,125+394,125+495,80
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-07-14,125+394,125+495,60
km 125+300 - 125+500,2023,Limpieza de Cauces T2,ml,2023-07-14,125+394,125+394,8
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-08-30,125+200,125+480,40
km 125+300 - 125+500,2023,Limpieza de Obstaculos - Derecho de Vía,m2,2023-08-30,125+340,125+540,220
km 125+300 - 125+500,2023,Limpieza de Guardavías T2,ml,2023-09-08,125+353,125+425,72
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-11,125+000,125+550,550
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-11,125+100,125+400,300
km 125+300 - 125+500,2023,Reparación de las Estructuras de Contención (gabión) T2,m3,2023-09-11,125+394,125+495,0.1
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-11,125+394,125+495,101
km 125+300 - 125+500,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2023-09-13,125+360,125+370,14
km 125+300 - 125+500,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-09-13,125+367,125+369,12
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-14,113+260,133+300,40
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-25,125+420,125+620,200
km 125+300 - 125+500,2023,Limpieza de carril/pista y bermas T2,m2,2023-09-25,125+440,125+540,100
km 125+300 - 125+500,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-10-01,125+420,125+520,100
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-10-12,125+394,125+494,100
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-10-12,125+394,125+495,100
km 125+300 - 125+500,2023,Limpieza Manual de Zanjas de Coronación T2,ml,2023-10-12,125+394,125+495,100
km 125+300 - 125+500,2023,Limpieza de Cajas de Inspección Subdren T2,und,2023-10-12,125+394,125+494,2
km 125+300 - 125+500,2023,Limpieza de Cajas de Inspección Subdren T2,und,2023-10-12,125+394,125+494,2
km 125+300 - 125+500,2023,Reparación de las Estructuras de Contención (gabión) T2,m3,2023-10-12,125+394,125+494,0.1
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-10-12,125+394,125+494,14
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-10-12,125+394,125+494,80
km 125+300 - 125+500,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-10-12,125+394,125+495,20
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2023-12-29,125+500,125+550,50
km 125+300 - 125+500,2024,Limpieza Manual de Zanjas de Coronación T2,ml,2024-01-10,125+394,125+495,101
km 125+300 - 125+500,2024,Limpieza de Cajas de Inspección Subdren T2,und,2024-01-10,125+394,125+410,12
km 125+300 - 125+500,2024,Limpieza de Cajas de Inspección Subdren T2,und,2024-01-10,125+394,125+396,13
km 125+300 - 125+500,2024,Desbroce Manual T2,m2,2024-01-16,125+000,126+000,3000
km 125+300 - 125+500,2024,Limpieza Manual de Zanjas de Coronación T2,ml,2024-02-06,125+394,125+495,101
km 125+300 - 125+500,2024,Limpieza de Cajas de Inspección Subdren T2,und,2024-02-06,125+394,125+394,1
km 125+300 - 125+500,2024,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2024-02-06,125+394,125+495,10
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-11,94+730,947+776,99
km 125+300 - 125+500,2024,Reparación de las Estructuras de Contención (gabión) T2,m3,2024-03-14,125+394,125+495,0.1
km 125+300 - 125+500,2024,Limpieza Manual de Zanjas de Coronación T2,ml,2024-03-14,125+394,125+495,101
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-14,125+394,125+495,101
km 125+300 - 125+500,2024,Limpieza de carril/pista y bermas T2,m2,2024-03-18,124+230,130+050,20
km 125+300 - 125+500,2024,Limpieza de carril/pista y bermas T2,m2,2024-03-28,125+450,125+460,10
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-04-02,125+430,125+460,30
km 125+300 - 125+500,2024,Remocion de Derrumbes T2,m3,2024-04-08,125+430,125+460,45
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-04-08,125+430,125+460,30
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-15,15+120,151+215,15
km 125+300 - 125+500,2024,Limpieza Manual de Zanjas de Coronación T2,ml,2024-05-17,125+394,125+495,100
km 125+300 - 125+500,2024,Limpieza Manual de Zanjas de Coronación T2,ml,2024-05-17,125+394,125+495,40
km 125+300 - 125+500,2024,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2024-05-17,125+394,125+495,70
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-04,125+394,125+495,101
km 125+300 - 125+500,2024,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2024-06-04,125+394,125+495,4
km 125+300 - 125+500,2024,Limpieza de Cajas de Inspección Subdren T2,und,2024-06-04,125+394,125+495,3
km 125+300 - 125+500,2024,Desbroce Manual T2,m2,2024-06-21,125+000,125+800,2400
km 125+300 - 125+500,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-21,125+000,125+800,800
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2024-12-23,125+380,125+450,80
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2024-12-23,125+400,125+450,50
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2024-12-23,125+400,125+500,100
km 125+300 - 125+500,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-12-28,125+400,125+430,15
km 125+300 - 125+500,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-12-28,125+450,125+470,15
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-03,125+420,125+440,24
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-03,125+430,125+450,100
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-04,125+420,125+440,20
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-07,125+394,125+495,50
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-07,125+394,125+495,50
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-07,125+420,125+440,45
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-07,125+420,125+440,36
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-08,125+420,125+440,36
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-01-08,125+500,125+700,600
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-01-08,125+500,125+700,200
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-09,125+420,125+440,36
km 125+300 - 125+500,2025,Reparación Parcial de Delineador T2,und,2025-01-10,125+000,125+320,10
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-10,125+420,125+440,108
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-11,125+420,125+440,120
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-12,125+420,125+440,72
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-15,125+400,125+500,200
km 125+300 - 125+500,2025,Reparación de Bache Superficial T2,m2,2025-01-15,125+400,125+450,10
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-15,125+470,125+440,20
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-20,125+430,125+450,20
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-23,125+400,125+480,26
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-01-23,125+400,125+480,24
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-25,125+440,125+460,60
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-26,125+440,125+450,40
km 125+300 - 125+500,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-01-27,125+400,125+440,36
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-01-31,124+400,127+480,250
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-01,125+400,125+440,30
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-02,125+400,125+440,105
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-06,125+400,125+370,100
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-06,125+400,125+440,15
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-02-09,125+400,125+440,40
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-02-11,125+400,125+420,20
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-02-11,125+430,125+460,30
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-12,125+300,125+400,100
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-12,125+400,125+500,100
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-13,125+394,125+495,90
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-02-13,125+394,125+490,3
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-14,125+400,125+440,40
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-15,125+400,125+440,120
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-16,125+400,125+440,150
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-17,125+400,125+440,300
